sample,participant,scenario,wz,obs_T,fut_T,t_anchor,t_min,t_max,n_seg_frames,n_gaze_rows,seg_dir,gaze_file,split
P9_S1_normal_WZ2_s0013,P9,S1_normal,2,10,25,1765488041.509,1765488039.709,1765488046.509,61,68,aligned\P9_S1_normal_WZ2_s0013\seg,aligned\P9_S1_normal_WZ2_s0013\gaze.csv,train
P9_S1_normal_WZ2_s0014,P9,S1_normal,2,10,25,1765488041.709,1765488039.909,1765488046.709,61,69,aligned\P9_S1_normal_WZ2_s0014\seg,aligned\P9_S1_normal_WZ2_s0014\gaze.csv,train
P9_S1_normal_WZ2_s0015,P9,S1_normal,2,10,25,1765488041.909,1765488040.109,1765488046.909,61,68,aligned\P9_S1_normal_WZ2_s0015\seg,aligned\P9_S1_normal_WZ2_s0015\gaze.csv,train
P9_S1_normal_WZ2_s0016,P9,S1_normal,2,10,25,1765488042.109,1765488040.309,1765488047.109,61,68,aligned\P9_S1_normal_WZ2_s0016\seg,aligned\P9_S1_normal_WZ2_s0016\gaze.csv,train
P9_S2_noWarning_WZ2_s0000,P9,S2_noWarning,2,10,25,1765487605.102,1765487603.302,1765487610.102,59,68,aligned\P9_S2_noWarning_WZ2_s0000\seg,aligned\P9_S2_noWarning_WZ2_s0000\gaze.csv,train
P9_S2_noWarning_WZ2_s0001,P9,S2_noWarning,2,10,25,1765487605.302,1765487603.502,1765487610.302,60,68,aligned\P9_S2_noWarning_WZ2_s0001\seg,aligned\P9_S2_noWarning_WZ2_s0001\gaze.csv,train
P9_S2_noWarning_WZ2_s0002,P9,S2_noWarning,2,10,25,1765487605.502,1765487603.702,1765487610.502,60,67,aligned\P9_S2_noWarning_WZ2_s0002\seg,aligned\P9_S2_noWarning_WZ2_s0002\gaze.csv,train
P9_S2_noWarning_WZ2_s0003,P9,S2_noWarning,2,10,25,1765487605.702,1765487603.902,1765487610.702,61,68,aligned\P9_S2_noWarning_WZ2_s0003\seg,aligned\P9_S2_noWarning_WZ2_s0003\gaze.csv,train
P9_S2_noWarning_WZ2_s0004,P9,S2_noWarning,2,10,25,1765487605.902,1765487604.102,1765487610.902,61,68,aligned\P9_S2_noWarning_WZ2_s0004\seg,aligned\P9_S2_noWarning_WZ2_s0004\gaze.csv,train
P9_S2_noWarning_WZ2_s0005,P9,S2_noWarning,2,10,25,1765487606.102,1765487604.302,1765487611.102,61,68,aligned\P9_S2_noWarning_WZ2_s0005\seg,aligned\P9_S2_noWarning_WZ2_s0005\gaze.csv,train
P9_S2_noWarning_WZ2_s0006,P9,S2_noWarning,2,10,25,1765487606.302,1765487604.502,1765487611.302,61,69,aligned\P9_S2_noWarning_WZ2_s0006\seg,aligned\P9_S2_noWarning_WZ2_s0006\gaze.csv,train
P9_S2_noWarning_WZ2_s0007,P9,S2_noWarning,2,10,25,1765487606.502,1765487604.702,1765487611.502,61,67,aligned\P9_S2_noWarning_WZ2_s0007\seg,aligned\P9_S2_noWarning_WZ2_s0007\gaze.csv,train
P9_S2_noWarning_WZ2_s0008,P9,S2_noWarning,2,10,25,1765487606.702,1765487604.902,1765487611.702,60,68,aligned\P9_S2_noWarning_WZ2_s0008\seg,aligned\P9_S2_noWarning_WZ2_s0008\gaze.csv,train
P9_S2_noWarning_WZ2_s0009,P9,S2_noWarning,2,10,25,1765487606.902,1765487605.102,1765487611.902,59,68,aligned\P9_S2_noWarning_WZ2_s0009\seg,aligned\P9_S2_noWarning_WZ2_s0009\gaze.csv,train
P9_S2_noWarning_WZ2_s0010,P9,S2_noWarning,2,10,25,1765487607.102,1765487605.302,1765487612.102,59,68,aligned\P9_S2_noWarning_WZ2_s0010\seg,aligned\P9_S2_noWarning_WZ2_s0010\gaze.csv,train
P9_S2_noWarning_WZ2_s0011,P9,S2_noWarning,2,10,25,1765487607.302,1765487605.502,1765487612.302,59,69,aligned\P9_S2_noWarning_WZ2_s0011\seg,aligned\P9_S2_noWarning_WZ2_s0011\gaze.csv,train
P9_S2_noWarning_WZ2_s0012,P9,S2_noWarning,2,10,25,1765487607.502,1765487605.702,1765487612.502,59,69,aligned\P9_S2_noWarning_WZ2_s0012\seg,aligned\P9_S2_noWarning_WZ2_s0012\gaze.csv,train
P9_S2_noWarning_WZ2_s0013,P9,S2_noWarning,2,10,25,1765487607.702,1765487605.902,1765487612.702,60,68,aligned\P9_S2_noWarning_WZ2_s0013\seg,aligned\P9_S2_noWarning_WZ2_s0013\gaze.csv,train
P9_S2_noWarning_WZ2_s0014,P9,S2_noWarning,2,10,25,1765487607.902,1765487606.102,1765487612.902,60,68,aligned\P9_S2_noWarning_WZ2_s0014\seg,aligned\P9_S2_noWarning_WZ2_s0014\gaze.csv,train
P9_S2_noWarning_WZ2_s0015,P9,S2_noWarning,2,10,25,1765487608.102,1765487606.302,1765487613.102,61,68,aligned\P9_S2_noWarning_WZ2_s0015\seg,aligned\P9_S2_noWarning_WZ2_s0015\gaze.csv,train
P9_S2_noWarning_WZ2_s0016,P9,S2_noWarning,2,10,25,1765487608.302,1765487606.502,1765487613.302,61,69,aligned\P9_S2_noWarning_WZ2_s0016\seg,aligned\P9_S2_noWarning_WZ2_s0016\gaze.csv,train
P9_S2_noWarning_WZ2_s0017,P9,S2_noWarning,2,10,25,1765487608.502,1765487606.702,1765487613.502,61,69,aligned\P9_S2_noWarning_WZ2_s0017\seg,aligned\P9_S2_noWarning_WZ2_s0017\gaze.csv,train
P9_S2_noWarning_WZ2_s0018,P9,S2_noWarning,2,10,25,1765487608.702,1765487606.902,1765487613.702,61,68,aligned\P9_S2_noWarning_WZ2_s0018\seg,aligned\P9_S2_noWarning_WZ2_s0018\gaze.csv,train
P9_S2_noWarning_WZ2_s0019,P9,S2_noWarning,2,10,25,1765487608.902,1765487607.102,1765487613.902,61,68,aligned\P9_S2_noWarning_WZ2_s0019\seg,aligned\P9_S2_noWarning_WZ2_s0019\gaze.csv,train
P9_S2_noWarning_WZ2_s0020,P9,S2_noWarning,2,10,25,1765487609.102,1765487607.302,1765487614.102,61,68,aligned\P9_S2_noWarning_WZ2_s0020\seg,aligned\P9_S2_noWarning_WZ2_s0020\gaze.csv,train
P9_S2_noWarning_WZ2_s0021,P9,S2_noWarning,2,10,25,1765487609.302,1765487607.502,1765487614.302,62,68,aligned\P9_S2_noWarning_WZ2_s0021\seg,aligned\P9_S2_noWarning_WZ2_s0021\gaze.csv,train
P9_S2_noWarning_WZ2_s0022,P9,S2_noWarning,2,10,25,1765487609.502,1765487607.702,1765487614.502,62,68,aligned\P9_S2_noWarning_WZ2_s0022\seg,aligned\P9_S2_noWarning_WZ2_s0022\gaze.csv,train
P9_S2_noWarning_WZ2_s0023,P9,S2_noWarning,2,10,25,1765487609.702,1765487607.902,1765487614.702,63,68,aligned\P9_S2_noWarning_WZ2_s0023\seg,aligned\P9_S2_noWarning_WZ2_s0023\gaze.csv,train
P9_S2_noWarning_WZ2_s0024,P9,S2_noWarning,2,10,25,1765487609.902,1765487608.102,1765487614.902,63,68,aligned\P9_S2_noWarning_WZ2_s0024\seg,aligned\P9_S2_noWarning_WZ2_s0024\gaze.csv,train
P9_S2_noWarning_WZ2_s0025,P9,S2_noWarning,2,10,25,1765487610.102,1765487608.302,1765487615.102,63,68,aligned\P9_S2_noWarning_WZ2_s0025\seg,aligned\P9_S2_noWarning_WZ2_s0025\gaze.csv,train
P9_S2_noWarning_WZ2_s0026,P9,S2_noWarning,2,10,25,1765487610.302,1765487608.502,1765487615.302,62,69,aligned\P9_S2_noWarning_WZ2_s0026\seg,aligned\P9_S2_noWarning_WZ2_s0026\gaze.csv,train
P9_S2_noWarning_WZ2_s0027,P9,S2_noWarning,2,10,25,1765487610.502,1765487608.702,1765487615.502,62,68,aligned\P9_S2_noWarning_WZ2_s0027\seg,aligned\P9_S2_noWarning_WZ2_s0027\gaze.csv,train
P9_S2_noWarning_WZ2_s0028,P9,S2_noWarning,2,10,25,1765487610.702,1765487608.902,1765487615.702,61,68,aligned\P9_S2_noWarning_WZ2_s0028\seg,aligned\P9_S2_noWarning_WZ2_s0028\gaze.csv,train
P9_S2_noWarning_WZ2_s0029,P9,S2_noWarning,2,10,25,1765487610.902,1765487609.102,1765487615.902,61,69,aligned\P9_S2_noWarning_WZ2_s0029\seg,aligned\P9_S2_noWarning_WZ2_s0029\gaze.csv,train
P9_S2_noWarning_WZ2_s0030,P9,S2_noWarning,2,10,25,1765487611.102,1765487609.302,1765487616.102,61,68,aligned\P9_S2_noWarning_WZ2_s0030\seg,aligned\P9_S2_noWarning_WZ2_s0030\gaze.csv,train
P9_S2_noWarning_WZ2_s0031,P9,S2_noWarning,2,10,25,1765487611.302,1765487609.502,1765487616.302,61,68,aligned\P9_S2_noWarning_WZ2_s0031\seg,aligned\P9_S2_noWarning_WZ2_s0031\gaze.csv,train
P9_S2_noWarning_WZ2_s0032,P9,S2_noWarning,2,10,25,1765487611.502,1765487609.702,1765487616.502,61,69,aligned\P9_S2_noWarning_WZ2_s0032\seg,aligned\P9_S2_noWarning_WZ2_s0032\gaze.csv,train
P9_S2_noWarning_WZ2_s0033,P9,S2_noWarning,2,10,25,1765487611.702,1765487609.902,1765487616.702,62,68,aligned\P9_S2_noWarning_WZ2_s0033\seg,aligned\P9_S2_noWarning_WZ2_s0033\gaze.csv,train
P9_S2_noWarning_WZ2_s0034,P9,S2_noWarning,2,10,25,1765487611.902,1765487610.102,1765487616.902,63,68,aligned\P9_S2_noWarning_WZ2_s0034\seg,aligned\P9_S2_noWarning_WZ2_s0034\gaze.csv,train
P9_S2_noWarning_WZ2_s0035,P9,S2_noWarning,2,10,25,1765487612.102,1765487610.302,1765487617.102,63,68,aligned\P9_S2_noWarning_WZ2_s0035\seg,aligned\P9_S2_noWarning_WZ2_s0035\gaze.csv,train
P9_S2_noWarning_WZ2_s0036,P9,S2_noWarning,2,10,25,1765487612.302,1765487610.502,1765487617.302,63,69,aligned\P9_S2_noWarning_WZ2_s0036\seg,aligned\P9_S2_noWarning_WZ2_s0036\gaze.csv,train
P9_S2_noWarning_WZ2_s0037,P9,S2_noWarning,2,10,25,1765487612.502,1765487610.702,1765487617.502,63,69,aligned\P9_S2_noWarning_WZ2_s0037\seg,aligned\P9_S2_noWarning_WZ2_s0037\gaze.csv,train
P9_S2_noWarning_WZ2_s0038,P9,S2_noWarning,2,10,25,1765487612.702,1765487610.902,1765487617.702,63,68,aligned\P9_S2_noWarning_WZ2_s0038\seg,aligned\P9_S2_noWarning_WZ2_s0038\gaze.csv,train
P9_S2_noWarning_WZ2_s0039,P9,S2_noWarning,2,10,25,1765487612.902,1765487611.102,1765487617.902,63,68,aligned\P9_S2_noWarning_WZ2_s0039\seg,aligned\P9_S2_noWarning_WZ2_s0039\gaze.csv,train
P9_S2_noWarning_WZ2_s0040,P9,S2_noWarning,2,10,25,1765487613.102,1765487611.302,1765487618.102,63,68,aligned\P9_S2_noWarning_WZ2_s0040\seg,aligned\P9_S2_noWarning_WZ2_s0040\gaze.csv,train
P9_S2_noWarning_WZ2_s0041,P9,S2_noWarning,2,10,25,1765487613.302,1765487611.502,1765487618.302,63,69,aligned\P9_S2_noWarning_WZ2_s0041\seg,aligned\P9_S2_noWarning_WZ2_s0041\gaze.csv,train
P9_S2_noWarning_WZ2_s0042,P9,S2_noWarning,2,10,25,1765487613.502,1765487611.702,1765487618.502,64,69,aligned\P9_S2_noWarning_WZ2_s0042\seg,aligned\P9_S2_noWarning_WZ2_s0042\gaze.csv,train
P9_S2_noWarning_WZ2_s0043,P9,S2_noWarning,2,10,25,1765487613.702,1765487611.902,1765487618.702,64,68,aligned\P9_S2_noWarning_WZ2_s0043\seg,aligned\P9_S2_noWarning_WZ2_s0043\gaze.csv,train
P9_S2_noWarning_WZ2_s0044,P9,S2_noWarning,2,10,25,1765487613.902,1765487612.102,1765487618.902,64,68,aligned\P9_S2_noWarning_WZ2_s0044\seg,aligned\P9_S2_noWarning_WZ2_s0044\gaze.csv,train
P9_S2_noWarning_WZ2_s0045,P9,S2_noWarning,2,10,25,1765487614.102,1765487612.302,1765487619.102,64,68,aligned\P9_S2_noWarning_WZ2_s0045\seg,aligned\P9_S2_noWarning_WZ2_s0045\gaze.csv,train
P9_S2_noWarning_WZ2_s0046,P9,S2_noWarning,2,10,25,1765487614.302,1765487612.502,1765487619.302,64,68,aligned\P9_S2_noWarning_WZ2_s0046\seg,aligned\P9_S2_noWarning_WZ2_s0046\gaze.csv,train
P9_S2_noWarning_WZ2_s0047,P9,S2_noWarning,2,10,25,1765487614.502,1765487612.702,1765487619.502,64,68,aligned\P9_S2_noWarning_WZ2_s0047\seg,aligned\P9_S2_noWarning_WZ2_s0047\gaze.csv,train
P9_S2_noWarning_WZ2_s0048,P9,S2_noWarning,2,10,25,1765487614.702,1765487612.902,1765487619.702,64,68,aligned\P9_S2_noWarning_WZ2_s0048\seg,aligned\P9_S2_noWarning_WZ2_s0048\gaze.csv,train
P9_S3_rainy_WZ2_s0000,P9,S3_rainy,2,10,25,1765488456.926,1765488455.126,1765488461.926,64,68,aligned\P9_S3_rainy_WZ2_s0000\seg,aligned\P9_S3_rainy_WZ2_s0000\gaze.csv,train
P9_S3_rainy_WZ2_s0001,P9,S3_rainy,2,10,25,1765488457.126,1765488455.326,1765488462.126,64,67,aligned\P9_S3_rainy_WZ2_s0001\seg,aligned\P9_S3_rainy_WZ2_s0001\gaze.csv,train
P9_S3_rainy_WZ2_s0002,P9,S3_rainy,2,10,25,1765488457.326,1765488455.526,1765488462.326,63,69,aligned\P9_S3_rainy_WZ2_s0002\seg,aligned\P9_S3_rainy_WZ2_s0002\gaze.csv,train
P9_S3_rainy_WZ2_s0003,P9,S3_rainy,2,10,25,1765488457.526,1765488455.726,1765488462.526,62,69,aligned\P9_S3_rainy_WZ2_s0003\seg,aligned\P9_S3_rainy_WZ2_s0003\gaze.csv,train
P9_S3_rainy_WZ2_s0004,P9,S3_rainy,2,10,25,1765488457.726,1765488455.926,1765488462.726,63,68,aligned\P9_S3_rainy_WZ2_s0004\seg,aligned\P9_S3_rainy_WZ2_s0004\gaze.csv,train
P9_S3_rainy_WZ2_s0005,P9,S3_rainy,2,10,25,1765488457.926,1765488456.126,1765488462.926,63,68,aligned\P9_S3_rainy_WZ2_s0005\seg,aligned\P9_S3_rainy_WZ2_s0005\gaze.csv,train
P9_S3_rainy_WZ2_s0006,P9,S3_rainy,2,10,25,1765488458.126,1765488456.326,1765488463.126,61,68,aligned\P9_S3_rainy_WZ2_s0006\seg,aligned\P9_S3_rainy_WZ2_s0006\gaze.csv,train
P9_S3_rainy_WZ2_s0007,P9,S3_rainy,2,10,25,1765488458.326,1765488456.526,1765488463.326,61,67,aligned\P9_S3_rainy_WZ2_s0007\seg,aligned\P9_S3_rainy_WZ2_s0007\gaze.csv,train
P9_S3_rainy_WZ2_s0008,P9,S3_rainy,2,10,25,1765488458.526,1765488456.726,1765488463.526,61,68,aligned\P9_S3_rainy_WZ2_s0008\seg,aligned\P9_S3_rainy_WZ2_s0008\gaze.csv,train
P9_S3_rainy_WZ2_s0009,P9,S3_rainy,2,10,25,1765488458.726,1765488456.926,1765488463.726,62,68,aligned\P9_S3_rainy_WZ2_s0009\seg,aligned\P9_S3_rainy_WZ2_s0009\gaze.csv,train
P9_S3_rainy_WZ2_s0010,P9,S3_rainy,2,10,25,1765488458.926,1765488457.126,1765488463.926,63,69,aligned\P9_S3_rainy_WZ2_s0010\seg,aligned\P9_S3_rainy_WZ2_s0010\gaze.csv,train
P9_S3_rainy_WZ2_s0011,P9,S3_rainy,2,10,25,1765488459.126,1765488457.326,1765488464.126,63,69,aligned\P9_S3_rainy_WZ2_s0011\seg,aligned\P9_S3_rainy_WZ2_s0011\gaze.csv,train
P9_S3_rainy_WZ2_s0012,P9,S3_rainy,2,10,25,1765488459.326,1765488457.526,1765488464.326,64,67,aligned\P9_S3_rainy_WZ2_s0012\seg,aligned\P9_S3_rainy_WZ2_s0012\gaze.csv,train
P9_S3_rainy_WZ2_s0013,P9,S3_rainy,2,10,25,1765488459.526,1765488457.726,1765488464.526,63,68,aligned\P9_S3_rainy_WZ2_s0013\seg,aligned\P9_S3_rainy_WZ2_s0013\gaze.csv,train
P9_S3_rainy_WZ2_s0014,P9,S3_rainy,2,10,25,1765488459.726,1765488457.926,1765488464.726,64,69,aligned\P9_S3_rainy_WZ2_s0014\seg,aligned\P9_S3_rainy_WZ2_s0014\gaze.csv,train
P9_S3_rainy_WZ2_s0015,P9,S3_rainy,2,10,25,1765488459.926,1765488458.126,1765488464.926,64,68,aligned\P9_S3_rainy_WZ2_s0015\seg,aligned\P9_S3_rainy_WZ2_s0015\gaze.csv,train
P9_S3_rainy_WZ2_s0016,P9,S3_rainy,2,10,25,1765488460.126,1765488458.326,1765488465.126,64,68,aligned\P9_S3_rainy_WZ2_s0016\seg,aligned\P9_S3_rainy_WZ2_s0016\gaze.csv,train
P9_S3_rainy_WZ2_s0017,P9,S3_rainy,2,10,25,1765488460.326,1765488458.526,1765488465.326,64,69,aligned\P9_S3_rainy_WZ2_s0017\seg,aligned\P9_S3_rainy_WZ2_s0017\gaze.csv,train
P9_S3_rainy_WZ2_s0018,P9,S3_rainy,2,10,25,1765488460.526,1765488458.726,1765488465.526,64,68,aligned\P9_S3_rainy_WZ2_s0018\seg,aligned\P9_S3_rainy_WZ2_s0018\gaze.csv,train
P9_S3_rainy_WZ2_s0019,P9,S3_rainy,2,10,25,1765488460.726,1765488458.926,1765488465.726,64,69,aligned\P9_S3_rainy_WZ2_s0019\seg,aligned\P9_S3_rainy_WZ2_s0019\gaze.csv,train
P9_S3_rainy_WZ2_s0020,P9,S3_rainy,2,10,25,1765488460.926,1765488459.126,1765488465.926,64,68,aligned\P9_S3_rainy_WZ2_s0020\seg,aligned\P9_S3_rainy_WZ2_s0020\gaze.csv,train
P9_S3_rainy_WZ2_s0021,P9,S3_rainy,2,10,25,1765488461.126,1765488459.326,1765488466.126,64,67,aligned\P9_S3_rainy_WZ2_s0021\seg,aligned\P9_S3_rainy_WZ2_s0021\gaze.csv,train
P9_S3_rainy_WZ2_s0022,P9,S3_rainy,2,10,25,1765488461.326,1765488459.526,1765488466.326,65,68,aligned\P9_S3_rainy_WZ2_s0022\seg,aligned\P9_S3_rainy_WZ2_s0022\gaze.csv,train
P9_S3_rainy_WZ2_s0023,P9,S3_rainy,2,10,25,1765488461.526,1765488459.726,1765488466.526,64,68,aligned\P9_S3_rainy_WZ2_s0023\seg,aligned\P9_S3_rainy_WZ2_s0023\gaze.csv,train
P9_S3_rainy_WZ2_s0024,P9,S3_rainy,2,10,25,1765488461.726,1765488459.926,1765488466.726,63,69,aligned\P9_S3_rainy_WZ2_s0024\seg,aligned\P9_S3_rainy_WZ2_s0024\gaze.csv,train
P9_S3_rainy_WZ2_s0025,P9,S3_rainy,2,10,25,1765488461.926,1765488460.126,1765488466.926,63,69,aligned\P9_S3_rainy_WZ2_s0025\seg,aligned\P9_S3_rainy_WZ2_s0025\gaze.csv,train
P9_S3_rainy_WZ2_s0026,P9,S3_rainy,2,10,25,1765488462.126,1765488460.326,1765488467.126,62,68,aligned\P9_S3_rainy_WZ2_s0026\seg,aligned\P9_S3_rainy_WZ2_s0026\gaze.csv,train
P9_S3_rainy_WZ2_s0027,P9,S3_rainy,2,10,25,1765488462.326,1765488460.526,1765488467.326,64,67,aligned\P9_S3_rainy_WZ2_s0027\seg,aligned\P9_S3_rainy_WZ2_s0027\gaze.csv,train
P9_S3_rainy_WZ2_s0028,P9,S3_rainy,2,10,25,1765488462.526,1765488460.726,1765488467.526,63,68,aligned\P9_S3_rainy_WZ2_s0028\seg,aligned\P9_S3_rainy_WZ2_s0028\gaze.csv,train
P9_S3_rainy_WZ2_s0029,P9,S3_rainy,2,10,25,1765488462.726,1765488460.926,1765488467.726,64,69,aligned\P9_S3_rainy_WZ2_s0029\seg,aligned\P9_S3_rainy_WZ2_s0029\gaze.csv,train
P9_S3_rainy_WZ2_s0030,P9,S3_rainy,2,10,25,1765488462.926,1765488461.126,1765488467.926,63,68,aligned\P9_S3_rainy_WZ2_s0030\seg,aligned\P9_S3_rainy_WZ2_s0030\gaze.csv,train
P9_S3_rainy_WZ2_s0031,P9,S3_rainy,2,10,25,1765488463.126,1765488461.326,1765488468.126,63,68,aligned\P9_S3_rainy_WZ2_s0031\seg,aligned\P9_S3_rainy_WZ2_s0031\gaze.csv,train
P9_S3_rainy_WZ2_s0032,P9,S3_rainy,2,10,25,1765488463.326,1765488461.526,1765488468.326,63,68,aligned\P9_S3_rainy_WZ2_s0032\seg,aligned\P9_S3_rainy_WZ2_s0032\gaze.csv,train
P9_S3_rainy_WZ2_s0033,P9,S3_rainy,2,10,25,1765488463.526,1765488461.726,1765488468.526,63,69,aligned\P9_S3_rainy_WZ2_s0033\seg,aligned\P9_S3_rainy_WZ2_s0033\gaze.csv,train
P9_S3_rainy_WZ2_s0034,P9,S3_rainy,2,10,25,1765488463.726,1765488461.926,1765488468.726,61,69,aligned\P9_S3_rainy_WZ2_s0034\seg,aligned\P9_S3_rainy_WZ2_s0034\gaze.csv,train
P9_S3_rainy_WZ2_s0035,P9,S3_rainy,2,10,25,1765488463.926,1765488462.126,1765488468.926,61,69,aligned\P9_S3_rainy_WZ2_s0035\seg,aligned\P9_S3_rainy_WZ2_s0035\gaze.csv,train
P9_S3_rainy_WZ2_s0036,P9,S3_rainy,2,10,25,1765488464.126,1765488462.326,1765488469.126,61,68,aligned\P9_S3_rainy_WZ2_s0036\seg,aligned\P9_S3_rainy_WZ2_s0036\gaze.csv,train
P9_S3_rainy_WZ2_s0037,P9,S3_rainy,2,10,25,1765488464.326,1765488462.526,1765488469.326,63,68,aligned\P9_S3_rainy_WZ2_s0037\seg,aligned\P9_S3_rainy_WZ2_s0037\gaze.csv,train
P9_S3_rainy_WZ2_s0038,P9,S3_rainy,2,10,25,1765488464.526,1765488462.726,1765488469.526,62,68,aligned\P9_S3_rainy_WZ2_s0038\seg,aligned\P9_S3_rainy_WZ2_s0038\gaze.csv,train
P9_S3_rainy_WZ2_s0039,P9,S3_rainy,2,10,25,1765488464.726,1765488462.926,1765488469.726,63,68,aligned\P9_S3_rainy_WZ2_s0039\seg,aligned\P9_S3_rainy_WZ2_s0039\gaze.csv,train
P9_S3_rainy_WZ2_s0040,P9,S3_rainy,2,10,25,1765488464.926,1765488463.126,1765488469.926,62,69,aligned\P9_S3_rainy_WZ2_s0040\seg,aligned\P9_S3_rainy_WZ2_s0040\gaze.csv,train
P9_S3_rainy_WZ2_s0041,P9,S3_rainy,2,10,25,1765488465.126,1765488463.326,1765488470.126,62,68,aligned\P9_S3_rainy_WZ2_s0041\seg,aligned\P9_S3_rainy_WZ2_s0041\gaze.csv,train
P9_S3_rainy_WZ2_s0042,P9,S3_rainy,2,10,25,1765488465.326,1765488463.526,1765488470.326,62,68,aligned\P9_S3_rainy_WZ2_s0042\seg,aligned\P9_S3_rainy_WZ2_s0042\gaze.csv,train
P9_S3_rainy_WZ2_s0043,P9,S3_rainy,2,10,25,1765488465.526,1765488463.726,1765488470.526,61,68,aligned\P9_S3_rainy_WZ2_s0043\seg,aligned\P9_S3_rainy_WZ2_s0043\gaze.csv,train
P9_S3_rainy_WZ2_s0044,P9,S3_rainy,2,10,25,1765488465.726,1765488463.926,1765488470.726,61,68,aligned\P9_S3_rainy_WZ2_s0044\seg,aligned\P9_S3_rainy_WZ2_s0044\gaze.csv,train
P9_S3_rainy_WZ2_s0045,P9,S3_rainy,2,10,25,1765488465.926,1765488464.126,1765488470.926,61,68,aligned\P9_S3_rainy_WZ2_s0045\seg,aligned\P9_S3_rainy_WZ2_s0045\gaze.csv,train
P9_S3_rainy_WZ2_s0046,P9,S3_rainy,2,10,25,1765488466.126,1765488464.326,1765488471.126,61,69,aligned\P9_S3_rainy_WZ2_s0046\seg,aligned\P9_S3_rainy_WZ2_s0046\gaze.csv,train
P9_S3_rainy_WZ2_s0047,P9,S3_rainy,2,10,25,1765488466.326,1765488464.526,1765488471.326,61,68,aligned\P9_S3_rainy_WZ2_s0047\seg,aligned\P9_S3_rainy_WZ2_s0047\gaze.csv,train
P9_S3_rainy_WZ2_s0048,P9,S3_rainy,2,10,25,1765488466.526,1765488464.726,1765488471.526,61,68,aligned\P9_S3_rainy_WZ2_s0048\seg,aligned\P9_S3_rainy_WZ2_s0048\gaze.csv,train
P9_S3_rainy_WZ2_s0049,P9,S3_rainy,2,10,25,1765488466.726,1765488464.926,1765488471.726,61,67,aligned\P9_S3_rainy_WZ2_s0049\seg,aligned\P9_S3_rainy_WZ2_s0049\gaze.csv,train
P9_S3_rainy_WZ2_s0050,P9,S3_rainy,2,10,25,1765488466.926,1765488465.126,1765488471.926,60,67,aligned\P9_S3_rainy_WZ2_s0050\seg,aligned\P9_S3_rainy_WZ2_s0050\gaze.csv,train
P9_S3_rainy_WZ2_s0051,P9,S3_rainy,2,10,25,1765488467.126,1765488465.326,1765488472.126,59,67,aligned\P9_S3_rainy_WZ2_s0051\seg,aligned\P9_S3_rainy_WZ2_s0051\gaze.csv,train
P9_S4_curve_WZ2_s0000,P9,S4_curve,2,10,25,1765488959.573,1765488957.773,1765488964.573,67,69,aligned\P9_S4_curve_WZ2_s0000\seg,aligned\P9_S4_curve_WZ2_s0000\gaze.csv,train
P9_S4_curve_WZ2_s0001,P9,S4_curve,2,10,25,1765488959.773,1765488957.973,1765488964.773,67,68,aligned\P9_S4_curve_WZ2_s0001\seg,aligned\P9_S4_curve_WZ2_s0001\gaze.csv,train
P9_S4_curve_WZ2_s0002,P9,S4_curve,2,10,25,1765488959.973,1765488958.173,1765488964.973,68,68,aligned\P9_S4_curve_WZ2_s0002\seg,aligned\P9_S4_curve_WZ2_s0002\gaze.csv,train
P9_S4_curve_WZ2_s0003,P9,S4_curve,2,10,25,1765488960.173,1765488958.373,1765488965.173,68,68,aligned\P9_S4_curve_WZ2_s0003\seg,aligned\P9_S4_curve_WZ2_s0003\gaze.csv,train
P9_S4_curve_WZ2_s0004,P9,S4_curve,2,10,25,1765488960.373,1765488958.573,1765488965.373,68,68,aligned\P9_S4_curve_WZ2_s0004\seg,aligned\P9_S4_curve_WZ2_s0004\gaze.csv,train
P9_S4_curve_WZ2_s0005,P9,S4_curve,2,10,25,1765488960.573,1765488958.773,1765488965.573,68,69,aligned\P9_S4_curve_WZ2_s0005\seg,aligned\P9_S4_curve_WZ2_s0005\gaze.csv,train
P9_S4_curve_WZ2_s0006,P9,S4_curve,2,10,25,1765488960.773,1765488958.973,1765488965.773,68,67,aligned\P9_S4_curve_WZ2_s0006\seg,aligned\P9_S4_curve_WZ2_s0006\gaze.csv,train
P9_S4_curve_WZ2_s0007,P9,S4_curve,2,10,25,1765488960.973,1765488959.173,1765488965.973,68,68,aligned\P9_S4_curve_WZ2_s0007\seg,aligned\P9_S4_curve_WZ2_s0007\gaze.csv,train
P9_S4_curve_WZ2_s0008,P9,S4_curve,2,10,25,1765488961.173,1765488959.373,1765488966.173,68,68,aligned\P9_S4_curve_WZ2_s0008\seg,aligned\P9_S4_curve_WZ2_s0008\gaze.csv,train
P9_S4_curve_WZ2_s0009,P9,S4_curve,2,10,25,1765488961.373,1765488959.573,1765488966.373,68,68,aligned\P9_S4_curve_WZ2_s0009\seg,aligned\P9_S4_curve_WZ2_s0009\gaze.csv,train
P9_S4_curve_WZ2_s0010,P9,S4_curve,2,10,25,1765488961.573,1765488959.773,1765488966.573,68,68,aligned\P9_S4_curve_WZ2_s0010\seg,aligned\P9_S4_curve_WZ2_s0010\gaze.csv,train
